## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299966.bam --metrics-file marked_dup_metrics_ERR2299966.txt --input ERR2299966.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 5:33:42 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	3591	1584895	11493	241707	1824	26163	0	0.017064	47474901

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
100.0	12.192035

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299981.bam --metrics-file marked_dup_metrics_ERR2299981.txt --input ERR2299981.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:01:14 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	7370	1162375	63633	41836	2977	33949	0	0.030391	19509822

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.942161
3.0	2.829829
4.0	3.666155
5.0	4.454108
6.0	5.196488
7.0	5.895929
8.0	6.554915
9.0	7.175786
10.0	7.760747
11.0	8.311874
12.0	8.831125
13.0	9.320342
14.0	9.781264
15.0	10.215527
16.0	10.624673
17.0	11.010154
18.0	11.373339
19.0	11.715518
20.0	12.037905
21.0	12.341647
22.0	12.62782
23.0	12.897441
24.0	13.151468
25.0	13.390802
26.0	13.616293
27.0	13.828742
28.0	14.028903
29.0	14.217487
30.0	14.395164
31.0	14.562564
32.0	14.720282
33.0	14.868877
34.0	15.008878
35.0	15.140782
36.0	15.265056
37.0	15.382143
38.0	15.492457
39.0	15.596391
40.0	15.694313
41.0	15.786572
42.0	15.873494
43.0	15.955389
44.0	16.032548
45.0	16.105243
46.0	16.173734
47.0	16.238264
48.0	16.299061
49.0	16.356342
50.0	16.41031
51.0	16.461156
52.0	16.509061
53.0	16.554196
54.0	16.59672
55.0	16.636784
56.0	16.674532
57.0	16.710096
58.0	16.743603
59.0	16.775172
60.0	16.804915
61.0	16.832938
62.0	16.85934
63.0	16.884214
64.0	16.907651
65.0	16.929731
66.0	16.950535
67.0	16.970135
68.0	16.988602
69.0	17.006
70.0	17.022392
71.0	17.037836
72.0	17.052387
73.0	17.066097
74.0	17.079013
75.0	17.091182
76.0	17.102648
77.0	17.11345
78.0	17.123627
79.0	17.133216
80.0	17.14225
81.0	17.150762
82.0	17.158781
83.0	17.166337
84.0	17.173455
85.0	17.180162
86.0	17.186481
87.0	17.192434
88.0	17.198043
89.0	17.203328
90.0	17.208307
91.0	17.212998
92.0	17.217418
93.0	17.221582
94.0	17.225505
95.0	17.229201
96.0	17.232684
97.0	17.235965
98.0	17.239056
99.0	17.241969
100.0	17.244713

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299982.bam --metrics-file marked_dup_metrics_ERR2299982.txt --input ERR2299982.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:06:00 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	1633	816703	8603	50491	526	4328	0	0.005616	76784339

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.98942
3.0	2.968372
4.0	3.936967
5.0	4.895314
6.0	5.843522
7.0	6.781697
8.0	7.709947
9.0	8.628376
10.0	9.537089
11.0	10.436187
12.0	11.325772
13.0	12.205946
14.0	13.076808
15.0	13.938456
16.0	14.790987
17.0	15.634499
18.0	16.469087
19.0	17.294845
20.0	18.111866
21.0	18.920243
22.0	19.720068
23.0	20.51143
24.0	21.29442
25.0	22.069126
26.0	22.835636
27.0	23.594036
28.0	24.344412
29.0	25.086849
30.0	25.821431
31.0	26.548242
32.0	27.267363
33.0	27.978875
34.0	28.68286
35.0	29.379396
36.0	30.068564
37.0	30.750439
38.0	31.425101
39.0	32.092625
40.0	32.753086
41.0	33.40656
42.0	34.05312
43.0	34.69284
44.0	35.325791
45.0	35.952045
46.0	36.571674
47.0	37.184748
48.0	37.791335
49.0	38.391504
50.0	38.985323
51.0	39.57286
52.0	40.154181
53.0	40.729352
54.0	41.298437
55.0	41.861501
56.0	42.418608
57.0	42.969821
58.0	43.515202
59.0	44.054814
60.0	44.588715
61.0	45.116969
62.0	45.639633
63.0	46.156768
64.0	46.668431
65.0	47.174681
66.0	47.675575
67.0	48.17117
68.0	48.661521
69.0	49.146684
70.0	49.626714
71.0	50.101666
72.0	50.571592
73.0	51.036547
74.0	51.496582
75.0	51.951751
76.0	52.402104
77.0	52.847692
78.0	53.288565
79.0	53.724774
80.0	54.156369
81.0	54.583397
82.0	55.005907
83.0	55.423947
84.0	55.837564
85.0	56.246805
86.0	56.651716
87.0	57.052343
88.0	57.448732
89.0	57.840927
90.0	58.228972
91.0	58.612912
92.0	58.99279
93.0	59.368649
94.0	59.740531
95.0	60.108479
96.0	60.472534
97.0	60.832737
98.0	61.189129
99.0	61.541751
100.0	61.890642

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299983.bam --metrics-file marked_dup_metrics_ERR2299983.txt --input ERR2299983.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:09:47 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	11000	1178626	10861	138600	5059	23368	0	0.021871	29329350

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.960611
3.0	2.883384
4.0	3.76981
5.0	4.62132
6.0	5.439291
7.0	6.225042
8.0	6.979843
9.0	7.704913
10.0	8.401423
11.0	9.070498
12.0	9.713219
13.0	10.330623
14.0	10.923709
15.0	11.493433
16.0	12.040717
17.0	12.566443
18.0	13.071462
19.0	13.556588
20.0	14.022606
21.0	14.470267
22.0	14.900296
23.0	15.313386
24.0	15.710205
25.0	16.091393
26.0	16.457567
27.0	16.809318
28.0	17.147213
29.0	17.471799
30.0	17.7836
31.0	18.083119
32.0	18.37084
33.0	18.647229
34.0	18.91273
35.0	19.167774
36.0	19.412772
37.0	19.648119
38.0	19.874197
39.0	20.091369
40.0	20.299987
41.0	20.500388
42.0	20.692895
43.0	20.87782
44.0	21.05546
45.0	21.226104
46.0	21.390026
47.0	21.547491
48.0	21.698754
49.0	21.844058
50.0	21.98364
51.0	22.117723
52.0	22.246525
53.0	22.370253
54.0	22.489108
55.0	22.603281
56.0	22.712957
57.0	22.818313
58.0	22.91952
59.0	23.016739
60.0	23.11013
61.0	23.199841
62.0	23.28602
63.0	23.368803
64.0	23.448326
65.0	23.524716
66.0	23.598098
67.0	23.668589
68.0	23.736304
69.0	23.801351
70.0	23.863836
71.0	23.92386
72.0	23.98152
73.0	24.036908
74.0	24.090115
75.0	24.141226
76.0	24.190324
77.0	24.237487
78.0	24.282794
79.0	24.326315
80.0	24.368122
81.0	24.408283
82.0	24.446862
83.0	24.483921
84.0	24.51952
85.0	24.553717
86.0	24.586567
87.0	24.618123
88.0	24.648436
89.0	24.677556
90.0	24.705528
91.0	24.732398
92.0	24.75821
93.0	24.783005
94.0	24.806824
95.0	24.829705
96.0	24.851684
97.0	24.872797
98.0	24.893079
99.0	24.912562
100.0	24.931277

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299984.bam --metrics-file marked_dup_metrics_ERR2299984.txt --input ERR2299984.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:15:09 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	5930	1381582	14042	138544	2690	15869	0	0.012433	59680019

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.977116
3.0	2.931872
4.0	3.864779
5.0	4.776338
6.0	5.667037
7.0	6.537352
8.0	7.387752
9.0	8.218691
10.0	9.030616
11.0	9.82396
12.0	10.599149
13.0	11.356599
14.0	12.096715
15.0	12.819895
16.0	13.526525
17.0	14.216985
18.0	14.891645
19.0	15.550866
20.0	16.195001
21.0	16.824396
22.0	17.439388
23.0	18.040306
24.0	18.627473
25.0	19.201203
26.0	19.761804
27.0	20.309577
28.0	20.844814
29.0	21.367803
30.0	21.878824
31.0	22.37815
32.0	22.86605
33.0	23.342786
34.0	23.808611
35.0	24.263777
36.0	24.708526
37.0	25.143098
38.0	25.567725
39.0	25.982636
40.0	26.388051
41.0	26.784189
42.0	27.171261
43.0	27.549476
44.0	27.919036
45.0	28.280139
46.0	28.632979
47.0	28.977744
48.0	29.314619
49.0	29.643786
50.0	29.96542
51.0	30.279693
52.0	30.586775
53.0	30.88683
54.0	31.180018
55.0	31.466497
56.0	31.74642
57.0	32.019937
58.0	32.287195
59.0	32.548338
60.0	32.803504
61.0	33.052831
62.0	33.296453
63.0	33.534499
64.0	33.767098
65.0	33.994374
66.0	34.21645
67.0	34.433443
68.0	34.645471
69.0	34.852647
70.0	35.055081
71.0	35.252883
72.0	35.446159
73.0	35.635012
74.0	35.819543
75.0	35.999851
76.0	36.176033
77.0	36.348184
78.0	36.516395
79.0	36.680756
80.0	36.841357
81.0	36.998282
82.0	37.151616
83.0	37.301441
84.0	37.447838
85.0	37.590885
86.0	37.730658
87.0	37.867232
88.0	38.000681
89.0	38.131077
90.0	38.258488
91.0	38.382984
92.0	38.50463
93.0	38.623493
94.0	38.739636
95.0	38.853121
96.0	38.96401
97.0	39.07236
98.0	39.178231
99.0	39.28168
100.0	39.382761

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299985.bam --metrics-file marked_dup_metrics_ERR2299985.txt --input ERR2299985.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:21:06 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	7170	974430	33794	1074092	3055	37285	0	0.039685	12406263

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.924462
3.0	2.779092
4.0	3.569165
5.0	4.299557
6.0	4.974777
7.0	5.598992
8.0	6.176055
9.0	6.709528
10.0	7.202703
11.0	7.658625
12.0	8.080107
13.0	8.469752
14.0	8.829963
15.0	9.162965
16.0	9.470812
17.0	9.755405
18.0	10.018501
19.0	10.261723
20.0	10.486572
21.0	10.694437
22.0	10.8866
23.0	11.064247
24.0	11.228476
25.0	11.380298
26.0	11.520653
27.0	11.650405
28.0	11.770356
29.0	11.881246
30.0	11.98376
31.0	12.07853
32.0	12.166141
33.0	12.247135
34.0	12.32201
35.0	12.391229
36.0	12.45522
37.0	12.514377
38.0	12.569065
39.0	12.619622
40.0	12.666361
41.0	12.709568
42.0	12.749512
43.0	12.786439
44.0	12.820576
45.0	12.852135
46.0	12.881309
47.0	12.90828
48.0	12.933214
49.0	12.956264
50.0	12.977573
51.0	12.997272
52.0	13.015484
53.0	13.032319
54.0	13.047883
55.0	13.062272
56.0	13.075573
57.0	13.08787
58.0	13.099237
59.0	13.109746
60.0	13.119462
61.0	13.128443
62.0	13.136746
63.0	13.144422
64.0	13.151518
65.0	13.158077
66.0	13.164142
67.0	13.169748
68.0	13.174931
69.0	13.179722
70.0	13.184152
71.0	13.188246
72.0	13.192032
73.0	13.195532
74.0	13.198767
75.0	13.201758
76.0	13.204522
77.0	13.207078
78.0	13.209441
79.0	13.211626
80.0	13.213645
81.0	13.215512
82.0	13.217238
83.0	13.218834
84.0	13.220309
85.0	13.221672
86.0	13.222933
87.0	13.224098
88.0	13.225175
89.0	13.226171
90.0	13.227092
91.0	13.227943
92.0	13.22873
93.0	13.229458
94.0	13.23013
95.0	13.230752
96.0	13.231326
97.0	13.231858
98.0	13.232349
99.0	13.232803
100.0	13.233223

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299986.bam --metrics-file marked_dup_metrics_ERR2299986.txt --input ERR2299986.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:26:30 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	4968	1655648	22613	117968	2550	32064	0	0.020106	42191612

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.961519
3.0	2.886037
4.0	3.774979
5.0	4.629713
6.0	5.451556
7.0	6.241774
8.0	7.001583
9.0	7.732154
10.0	8.434611
11.0	9.110037
12.0	9.759472
13.0	10.383916
14.0	10.98433
15.0	11.56164
16.0	12.116734
17.0	12.650467
18.0	13.163662
19.0	13.657109
20.0	14.131567
21.0	14.587767
22.0	15.026412
23.0	15.448178
24.0	15.853713
25.0	16.243643
26.0	16.618568
27.0	16.979066
28.0	17.325691
29.0	17.658978
30.0	17.979439
31.0	18.287568
32.0	18.583841
33.0	18.868712
34.0	19.142621
35.0	19.40599
36.0	19.659225
37.0	19.902714
38.0	20.136834
39.0	20.361944
40.0	20.578392
41.0	20.786511
42.0	20.986621
43.0	21.17903
44.0	21.364036
45.0	21.541922
46.0	21.712963
47.0	21.877422
48.0	22.035552
49.0	22.187598
50.0	22.333792
51.0	22.474361
52.0	22.609521
53.0	22.739479
54.0	22.864437
55.0	22.984586
56.0	23.100111
57.0	23.211191
58.0	23.317996
59.0	23.420692
60.0	23.519435
61.0	23.614379
62.0	23.70567
63.0	23.793447
64.0	23.877846
65.0	23.958998
66.0	24.037027
67.0	24.112053
68.0	24.184192
69.0	24.253556
70.0	24.32025
71.0	24.384377
72.0	24.446037
73.0	24.505324
74.0	24.56233
75.0	24.617142
76.0	24.669844
77.0	24.720519
78.0	24.769244
79.0	24.816094
80.0	24.86114
81.0	24.904454
82.0	24.9461
83.0	24.986144
84.0	25.024648
85.0	25.061669
86.0	25.097266
87.0	25.131493
88.0	25.164403
89.0	25.196046
90.0	25.226472
91.0	25.255727
92.0	25.283856
93.0	25.310903
94.0	25.336909
95.0	25.361914
96.0	25.385957
97.0	25.409075
98.0	25.431303
99.0	25.452676
100.0	25.473227

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299987.bam --metrics-file marked_dup_metrics_ERR2299987.txt --input ERR2299987.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:33:06 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	2254	723272	9147	19124	718	8127	0	0.011715	31942679

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.977612
3.0	2.933336
4.0	3.867663
5.0	4.781073
6.0	5.674032
7.0	6.547
8.0	7.400423
9.0	8.234739
10.0	9.050377
11.0	9.847754
12.0	10.627278
13.0	11.389351
14.0	12.134362
15.0	12.862693
16.0	13.574718
17.0	14.270802
18.0	14.951302
19.0	15.616566
20.0	16.266936
21.0	16.902746
22.0	17.524321
23.0	18.13198
24.0	18.726034
25.0	19.306788
26.0	19.87454
27.0	20.429582
28.0	20.972196
29.0	21.502663
30.0	22.021253
31.0	22.528232
32.0	23.023862
33.0	23.508395
34.0	23.98208
35.0	24.44516
36.0	24.897872
37.0	25.340449
38.0	25.773117
39.0	26.196099
40.0	26.60961
41.0	27.013864
42.0	27.409067
43.0	27.795422
44.0	28.173128
45.0	28.542377
46.0	28.903359
47.0	29.25626
48.0	29.601259
49.0	29.938535
50.0	30.268259
51.0	30.590602
52.0	30.905728
53.0	31.213799
54.0	31.514972
55.0	31.809403
56.0	32.097241
57.0	32.378636
58.0	32.653731
59.0	32.922666
60.0	33.185581
61.0	33.442609
62.0	33.693883
63.0	33.939532
64.0	34.179681
65.0	34.414453
66.0	34.643969
67.0	34.868346
68.0	35.0877
69.0	35.302143
70.0	35.511785
71.0	35.716734
72.0	35.917094
73.0	36.112968
74.0	36.304457
75.0	36.491659
76.0	36.674669
77.0	36.853583
78.0	37.028491
79.0	37.199483
80.0	37.366646
81.0	37.530067
82.0	37.68983
83.0	37.846015
84.0	37.998704
85.0	38.147975
86.0	38.293903
87.0	38.436564
88.0	38.576032
89.0	38.712377
90.0	38.845669
91.0	38.975977
92.0	39.103368
93.0	39.227907
94.0	39.349657
95.0	39.468682
96.0	39.585042
97.0	39.698797
98.0	39.810005
99.0	39.918723
100.0	40.025007

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299988.bam --metrics-file marked_dup_metrics_ERR2299988.txt --input ERR2299988.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 7:36:33 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	2681	996883	12919	113177	999	14716	0	0.015243	33432025

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
